"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IRL","Ireland","2019","2019",67812.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IRL","Ireland","2020","2020",71269.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IRL","Ireland","2021","2021",80185.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ITA","Italy","2017","2017",28160.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ITA","Italy","2018","2018",28475.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ITA","Italy","2019","2019",28944.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ITA","Italy","2020","2020",26474.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ITA","Italy","2021","2021",28470.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","JPN","Japan","2017","2017",4349983.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","JPN","Japan","2018","2018",4387077.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","JPN","Japan","2019","2019",4379001,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","JPN","Japan","2020","2020",4192333.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","JPN","Japan","2021","2021",4304120.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","KOR","Korea","2017","2017",34282437.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","KOR","Korea","2018","2018",35126555.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","KOR","Korea","2019","2019",35790066.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","KOR","Korea","2020","2020",35487206.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","KOR","Korea","2021","2021",37023521.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","LUX","Luxembourg","2017","2017",96566.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","LUX","Luxembourg","2018","2018",95877,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","LUX","Luxembourg","2019","2019",96194.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","LUX","Luxembourg","2020","2020",93850.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","LUX","Luxembourg","2021","2021",97152.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","MEX","Mexico","2017","2017",156910.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","MEX","Mexico","2018","2018",158709,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","MEX","Mexico","2019","2019",156829.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","MEX","Mexico","2020","2020",142930.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","MEX","Mexico","2021","2021",148307.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NLD","Netherlands","2017","2017",42358.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NLD","Netherlands","2018","2018",43106.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NLD","Netherlands","2019","2019",43662.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NLD","Netherlands","2020","2020",41732.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NLD","Netherlands","2021","2021",43534,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NZL","New Zealand","2017","2017",57501.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NZL","New Zealand","2018","2018",58687.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NZL","New Zealand","2019","2019",59217.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NZL","New Zealand","2020","2020",57934,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NZL","New Zealand","2021","2021",60274.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NOR","Norway","2017","2017",614871.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NOR","Norway","2018","2018",615889.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NOR","Norway","2019","2019",618620.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NOR","Norway","2020","2020",607128.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","NOR","Norway","2021","2021",627432.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","POL","Poland","2017","2017",51264.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","POL","Poland","2018","2018",54312.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","POL","Poland","2019","2019",56743.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","POL","Poland","2020","2020",55694.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","POL","Poland","2021","2021",59796.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","PRT","Portugal","2017","2017",18423.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","PRT","Portugal","2018","2018",18979.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","PRT","Portugal","2019","2019",19483.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","PRT","Portugal","2020","2020",17847.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","PRT","Portugal","2021","2021",18712.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVK","Slovak Republic","2017","2017",15458.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVK","Slovak Republic","2018","2018",16059.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVK","Slovak Republic","2019","2019",16440.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVK","Slovak Republic","2020","2020",15878.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVK","Slovak Republic","2021","2021",16685.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ESP","Spain","2017","2017",24550.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ESP","Spain","2018","2018",25001.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ESP","Spain","2019","2019",25315.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ESP","Spain","2020","2020",22339,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ESP","Spain","2021","2021",23547.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SWE","Sweden","2017","2017",443477,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SWE","Sweden","2018","2018",446903.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SWE","Sweden","2019","2019",451182.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SWE","Sweden","2020","2020",438212.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SWE","Sweden","2021","2021",459048.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHE","Switzerland","2017","2017",81771.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHE","Switzerland","2018","2018",83492.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHE","Switzerland","2019","2019",83846.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHE","Switzerland","2020","2020",81258.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHE","Switzerland","2021","2021",84043.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","TUR","Türkiye","2017","2017",32514.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","TUR","Türkiye","2018","2018",33032.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","TUR","Türkiye","2019","2019",32819.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","TUR","Türkiye","2020","2020",33132.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","TUR","Türkiye","2021","2021",36560,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","GBR","United Kingdom","2017","2017",30444.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","GBR","United Kingdom","2018","2018",30779.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","GBR","United Kingdom","2019","2019",31103.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","GBR","United Kingdom","2020","2020",27555.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","GBR","United Kingdom","2021","2021",29530.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","USA","United States","2017","2017",58207.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","USA","United States","2018","2018",59607.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","USA","United States","2019","2019",60698,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","USA","United States","2020","2020",58453.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","USA","United States","2021","2021",61855.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","BRA","Brazil","2017","2017",28413.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","BRA","Brazil","2018","2018",27821.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","BRA","Brazil","2019","2019",27940,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","BRA","Brazil","2020","2020",26819.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHL","Chile","2017","2017",8881768.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHL","Chile","2018","2018",9072519.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHL","Chile","2019","2019",8969737.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHL","Chile","2020","2020",8266626.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHL","Chile","2021","2021",9133624.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHN","China (People's Republic of)","2017","2017",55816.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHN","China (People's Republic of)","2018","2018",59298.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHN","China (People's Republic of)","2019","2019",62709.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","CHN","China (People's Republic of)","2020","2020",63879.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","EST","Estonia","2017","2017",17090.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","EST","Estonia","2018","2018",17675.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","EST","Estonia","2019","2019",18268.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","EST","Estonia","2020","2020",18132.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","EST","Estonia","2021","2021",19564.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IND","India","2017","2017",117575.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IND","India","2018","2018",123726.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IND","India","2019","2019",128876.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IND","India","2020","2020",117785.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IDN","Indonesia","2017","2017",48670231.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IDN","Indonesia","2018","2018",50644812.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IDN","Indonesia","2019","2019",52638776.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IDN","Indonesia","2020","2020",51036868.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","IDN","Indonesia","2021","2021",52412567.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ISR","Israel","2017","2017",147517.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ISR","Israel","2018","2018",150592.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ISR","Israel","2019","2019",153884.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ISR","Israel","2020","2020",148386.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ISR","Israel","2021","2021",158477.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","RUS","Russia","2017","2017",577273.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","RUS","Russia","2018","2018",593526.8,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","RUS","Russia","2019","2019",605865.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVN","Slovenia","2017","2017",20336.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVN","Slovenia","2018","2018",21165.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVN","Slovenia","2019","2019",21744.1,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVN","Slovenia","2020","2020",20665.6,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","SVN","Slovenia","2021","2021",22302.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ZAF","South Africa","2017","2017",79199.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ZAF","South Africa","2018","2018",79243.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ZAF","South Africa","2019","2019",78316.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ZAF","South Africa","2020","2020",72336,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ZAF","South Africa","2021","2021",75115.4,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","COL","Colombia","2017","2017",110.5,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","COL","Colombia","2018","2018",115.7,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","COL","Colombia","2019","2019",120.3,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","COL","Colombia","2020","2020",122.1,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","COL","Colombia","2021","2021",131.4,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","COL","Colombia","2017","2017",920471000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","COL","Colombia","2018","2018",987791000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","COL","Colombia","2019","2019",1060068000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","COL","Colombia","2020","2020",997742000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","COL","Colombia","2021","2021",1192586000,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","COL","Colombia","2017","2017",1328,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","COL","Colombia","2018","2018",1322.2,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","COL","Colombia","2019","2019",1330.8,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","COL","Colombia","2020","2020",1297.1,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","COL","Colombia","2021","2021",1353.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","COL","Colombia","2017","2017",693117.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","COL","Colombia","2018","2018",747103.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","COL","Colombia","2019","2019",796590,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","COL","Colombia","2020","2020",769209.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","COL","Colombia","2021","2021",881190.9,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","COL","Colombia","2017","2017",832656000.7,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","COL","Colombia","2018","2018",854007999.5,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","COL","Colombia","2019","2019",881224002.8,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","COL","Colombia","2020","2020",817314998.2,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","COL","Colombia","2021","2021",907351996.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","COL","Colombia","2017","2017",18673989.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","COL","Colombia","2018","2018",19821532.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","COL","Colombia","2019","2019",21043751.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","COL","Colombia","2020","2020",19597481.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","COL","Colombia","2021","2021",23123898.1,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","COL","Colombia","2017","2017",14061.6,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","COL","Colombia","2018","2018",14991.8,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","COL","Colombia","2019","2019",15813.4,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","COL","Colombia","2020","2020",15108.7,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","COL","Colombia","2021","2021",17086,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","COL","Colombia","2017","2017",16892449.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","COL","Colombia","2018","2018",17136972.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","COL","Colombia","2019","2019",17493461.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","COL","Colombia","2020","2020",16053564.2,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","COL","Colombia","2021","2021",17593293.1,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","CRI","Costa Rica","2017","2017",104.9,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","CRI","Costa Rica","2018","2018",107.2,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","CRI","Costa Rica","2019","2019",109.9,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","CRI","Costa Rica","2020","2020",110.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","CRI","Costa Rica","2021","2021",113,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CRI","Costa Rica","2017","2017",34343647,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CRI","Costa Rica","2018","2018",36014719,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CRI","Costa Rica","2019","2019",37832149.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CRI","Costa Rica","2020","2020",36495246.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CRI","Costa Rica","2021","2021",40112924.8,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","CRI","Costa Rica","2017","2017",341,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","CRI","Costa Rica","2018","2018",337.9,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","CRI","Costa Rica","2019","2019",329.1,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","CRI","Costa Rica","2020","2020",328.4,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","CRI","Costa Rica","2021","2021",343.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CRI","Costa Rica","2017","2017",100716.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CRI","Costa Rica","2018","2018",106583.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CRI","Costa Rica","2019","2019",114952.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CRI","Costa Rica","2020","2020",111139,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CRI","Costa Rica","2021","2021",116703.6,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","CRI","Costa Rica","2017","2017",32747642.5,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","CRI","Costa Rica","2018","2018",33604290.3,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","CRI","Costa Rica","2019","2019",34416677.6,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","CRI","Costa Rica","2020","2020",32945930.9,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","CRI","Costa Rica","2021","2021",35509387.3,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","LVA","Latvia","2017","2017",103.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","LVA","Latvia","2018","2018",107.9,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","LVA","Latvia","2019","2019",110.7,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","LVA","Latvia","2020","2020",111.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","LVA","Latvia","2021","2021",119.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LVA","Latvia","2017","2017",26984.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LVA","Latvia","2018","2018",29153.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LVA","Latvia","2019","2019",30678.6,,
